, femr_1, femr_2, femr_3, femr_4, femr_5, femr_6, femr_7, femr_8, femr_9, femr_10, femr_11, femr_12, femr_13, femr_14, femr_15, femr_16, femr_17, femr_18, femr_19, femr_20, femr_21, femr_22, femr_23, femr_24, femr_25, femr_26, femr_27, femr_28, femr_29, femr_30, femr_31, femr_32, femr_33, femr_34, femr_35, femr_36, femr_37, femr_38, femr_39, femr_40, femr_41, femr_42, femr_43, femr_44, femr_45, femr_46, femr_47, femr_48, femr_49, femr_50, femr_51, femr_52, femr_53, femr_54, femr_55, femr_56, femr_57, femr_58, femr_59, femr_60, femr_61, femr_62, femr_63, femr_64, femr_65, femr_66, femr_67, femr_68, femr_69, femr_70, femr_71, femr_72, femr_73, femr_74, femr_75, femr_76, femr_77, femr_78, femr_79, femr_80, femr_81, femr_82, femr_83, femr_84, femr_85, femr_86, femr_87, femr_88, femr_89, femr_90, femr_91, femr_92, femr_93, femr_94, femr_95, femr_96, femr_97, femr_98, femr_99, femr_100, femr_101, femr_102, femr_103, femr_104, femr_105, femr_106, femr_107, femr_108, femr_109, femr_110, femr_111, femr_112, femr_113, femr_114, femr_115, femr_116, femr_117, femr_118, femr_119, femr_120, femr_121, femr_122, femr_123, femr_124, femr_125, femr_126, femr_127, femr_128, femr_129, femr_130, femr_131, femr_132, femr_133, femr_134, femr_135, femr_136, femr_137, femr_138, femr_139, femr_140, femr_141, femr_142, femr_143, femr_144, femr_145, femr_146, femr_147, femr_148, femr_149, femr_150, femr_151, femr_152, femr_153, femr_154, femr_155, femr_156, femr_157, femr_158, femr_159, femr_160, femr_161, femr_162, femr_163, femr_164, femr_165, femr_166, femr_167, femr_168, femr_169, femr_170, femr_171, femr_172, femr_173, femr_174, femr_175, femr_176, femr_177, femr_178, femr_179, femr_180, femr_181, femr_182, femr_183, femr_184, femr_185, femr_186, , overall
item, 0.31923931589137255, 0.024952713018123726, 0.3664879375730135, 0.3773539256497311, 0.3760761508123125, 0.3740917707034289, 0.38258321929612144, 0.3799945363482518, 0.4375032619826735, 0.17897757421357893, 0.4576675233576159, 0.4676248173805438, 0.047324853177529456, 0.049232774987596435, 0.45405958931062707, 0.17160225931946324, 0.05053182565500091, 0.05122268804312504, 0.051054996231976936, 0.050562164120627695, 0.0510167553780115, 0, 0.30772108471459697, 0.3664468939563368, 0, 0.12508750818654743, 0.33855133934137016, 0.5818292414671759, 0.3534260047133779, 0.6304006332601615, 0.3227902515173995, 0.607134982354043, 0, 0.6286749665042504, 0.2326277564430716, 0, 0, 0, 0.45851405193025496, 0, 0, 0, 0, 0.33789876995916546, 0.4497589570569479, 0.14116756670476577, 0.3164168285795686, 0, 0, 0.295272623910577, 0, 0, 0, 0.29485601005341083, 0.15703271246479183, 0.15756859920613875, 0, 0, 0, 0, 0, 0.40016242259117446, 0, 0, 0, 0, 0, 0.09392967985004051, 0.1494690166924578, 0.2705626869400559, 0, 0.4012510433500275, 0, 0.18139208029797382, 0, 0.1889678758611845, 0.1889678758611845, 0.1889678758611845, 0, 0, 0, 0.8350893602352857, 0.4437145950737914, 0.7757629862860184, 0.4567562760891455, 0.46669537849276194, 0.4072518276553977, 0, 0.7960607472084201, 0, 0.3090132744653943, 0.26831253234512037, 0, 0, 0.13051707657718253, 0, 0.6486221430757408, 0, 0.4898870998091254, 0.16645216861265152, 0.4294840544464569, 0.33792131107485607, 0, 0.33721900340863104, 0, 0.31939286582062537, 0.33407604539614505, 0.21905346156812902, 0, 0.2492756226754606, 0.5752517491074988, 0.6016511560919736, 0, 0.42113250668894625, 0.19832416081313073, 0.47268324255614125, 0.4222679534681817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45292829231190807, 0, 0, 0.42284817896358046, 0, 0.38342675343660537, 0.36368872065685653, 0.4212448281504185, 0.40432960267772206, 0, 0, 0.23909485195542685, 0, 0.5354150240800236, 0, 0.4624891209243195, 0.42651240890267655, 0.37786622894364097, 0, 0, 0, 0, 0, 0.24276665520270363, 0, 0, 0, 0, 0, 0.17369028275228476, 0, 0, 0.21380922319642848, 0, 0.2654200850221051, 0.6391449298762496, 0, 0, 0.5559010287017788, 0, 0.22937002483316848, 0.3965208184547384, 0, 0.26171444949598444, 0, 0, 0.7465885946251728, 0, 0.6897112183480252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.3757535220550187
iuser, 0.04333862799285496, 0.02709982870087108, 0.02211240366250296, 0.04553602709466863, 0.02269091776846121, 0.022571188278104563, 0.046167056059739045, 0.02292733734409524, 0.07502356945815639, 0.02429726578710386, 0.08284143609243967, 0.05345923259805137, 0.05139703299891346, 0.05346912648990648, 0.027396123845594818, 0.09318409242438339, 0.02743997853456211, 0.055630266358556606, 0.027724072552857606, 0.027456453040178717, 0.027703306863149126, 0.028396494626998527, 0.05569994651720418, 0.06122749086346544, 0.028980069984255716, 0.10188822079222765, 0.06685141754425897, 0.03510522920664187, 0.07676747758217098, 0.036033945195843686, 0.07011310165815687, 0.03663207552298927, 0.037423639150656066, 0.03793171126971399, 0.08421492212218012, 0.040923904945096706, 0.04049224467427953, 0.041934658640298085, 0.11065955259923645, 0.044576136672330985, 0.043232381475711464, 0.042430588721508115, 0.04494810976613211, 0.08154979449397826, 0.08881082523843481, 0.05110488884901762, 0.11454788966034934, 0.05065240276863217, 0.05549059597158284, 0.10689335360342649, 0.047341870336539825, 0.060699102911328996, 0.05254009666550933, 0.10674253280683396, 0.08527248329947311, 0.08556348249629434, 0.06320002114300254, 0.06511689548943936, 0.06443207526421428, 0.06753354889254712, 0.09502267157856009, 0.12417010065478565, 0.09426571304813523, 0.0974516143470061, 0.09408052185118931, 0.09646192753530303, 0.1004880010807931, 0.20402416619106073, 0.1623304345908685, 0.09794796613361412, 0.09010196467077257, 0.21788882300961873, 0.2512851558452708, 0.19700039431381114, 0.12655698877786534, 0.20522806726811924, 0.20522806726811924, 0.20522806726811924, 0.13504554306925926, 0.12454295347446495, 0.1410120030967491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.29140012388907116, 0, 0, 0, 0, 0, 0, 0, 0, 0.4664400338672968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28280107011129435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7206515339705764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.08154373308485649
ivital, 0.04175160791275587, 0.01958059371321393, 0.0319540021390716, 0.03290140523382526, 0.06557999265728266, 0.032616978666275935, 0.03335734618912423, 0.033131639496016156, 0.036138138207198994, 0.035111283910363715, 0.03990393003709524, 0.03862620407224195, 0.03713619124035368, 0.038633352762323936, 0.03958935506631017, 0.044885888995497066, 0.03965272822313461, 0.04019485347114969, 0.040063264364156026, 0.03967653506004606, 0.04003325645983718, 0.0410349622728684, 0.040245199873387524, 0.04423904799953584, 0.04187827033194328, 0.04907858465370345, 0.04830253580327913, 0, 0, 0, 0.050659219019251855, 0, 0.05407983065629998, 0, 0, 0.0591379646515897, 0.05851418473930301, 0.06059857590993553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.15978688510728864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21012262158358935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28964900747204353, 0.4352963620074116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.578032150593117, 0, 0, 0, 0, 0.730190757670059, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.026093994587154078
layer, 0.041730487650552456, 0.0391413775415398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0013046997293577039
locale, 0.03757714763409995, 0, 0.05751827610516487, 0, 0.059023093699177284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.29098765364937507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0026093994587154078
location, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.185711918528389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.41518485429011653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0013046997293577039
logic, 0.033755716620454346, 0, 0, 0, 0, 0, 0, 0, 0.058434575983854806, 0.056774175132855355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08202858908160633, 0, 0.08419867211406064, 0, 0, 0, 0, 0, 0, 0, 0, 0.1292862512687962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.19925183941591276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004566449052751964
login, 0, 0.0782827550830796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5205516323134293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0026093994587154078
maintain, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.185711918528389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.37155980388505805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0013046997293577039
manage, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2037572556754483, 0, 0, 0.1431025288624749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5715359747062705, 0, 0, 0, 0, 0, 0, 0, 0, 0.5786829156261261, 0, 0, 0, 0, 0, 0, 0.6587612126500143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.003914099188073112
manager, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.13124413101119678, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
map, 0.0843599561633253, 0, 0.08608493115850571, 0, 0.08833712172746185, 0.0878710075459234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16263245737493992, 0.1787717568983921, 0, 0, 0.1301283154238204, 0, 0, 0, 0.20471592397890465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.20777758331046856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3752093622672923, 0, 0.3862375341394631, 0.39464213546602095, 0.43047011590682244, 0, 0, 0, 0.43550769996272914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3531224274948085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.021527545534402115
mapper, 0.05033866183956392, 0.023607734763341416, 0.03852598231571328, 0.07933647564294094, 0.07906783088963283, 0.07865062647363606, 0.08043590432197828, 0.07989164873675457, 0.21785334860933978, 0, 0.09622194404605229, 0.09314091227344218, 0, 0, 0.09546339682503845, 0.10823514113439515, 0.047808105527611826, 0, 0.048303076643909426, 0, 0, 0.04947462367843548, 0, 0, 0, 0.059172578014471906, 0, 0.06116311280521628, 0, 0.125562390825432, 0, 0.06382330547717628, 0.06520243036955357, 0.06608763388576493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.024136944993117523
medical, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07594038991093037, 0.08347655285455878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2764141745716787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.001957049594036556
medication, 0.21935340067132478, 0.26452790200961923, 0.31177532349973136, 0.32101913919035807, 0.3199321220679551, 0.31824398806144266, 0.3254677568694969, 0.3232655357845274, 0.27123073495050376, 0.28987617497083196, 0.2994944623134671, 0.28990463368074965, 0.3344658117902845, 0.31895411610783453, 0.3268468007459213, 0.2695087963049554, 0.3571309143959464, 0.3318457509977522, 0.3307593610183789, 0.3275665523557643, 0.3305116179695902, 0.3387816274135294, 0.030205582471634695, 0.06640624059617123, 0.34574391666250065, 0.29468304116016086, 0.036252925401913966, 0.38074503201159804, 0.08326063201986801, 0.39081771938694276, 0.03802170750421515, 0.39730493384766097, 0.3247120730084546, 0.41140055051711427, 0, 0.35508267800541626, 0.35133730998259594, 0.3638526409250711, 0.06000968495145712, 0.3867718392460783, 0.375112536585702, 0.36815565603508443, 0.3899993221187431, 0.08844744733720304, 0, 0, 0, 0, 0, 0, 0.6161537415638728, 0, 0.6268245319224036, 0, 0, 0, 0.6169105046551332, 0.5649969538539671, 0.6289368792659796, 0.5859654260302574, 0, 0.13467266848024145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1967316128382934, 0, 0.11422213503392287, 0, 0, 0, 0, 0.23442149153870886, 0, 0, 0, 0, 0, 0, 0.5268612009371069, 0.3820084604298166, 0.5206698806549749, 0, 0, 0, 0, 0.47921256537989626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.248027580055046, 0, 0.27838858060502525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.26675382806191644, 0, 0, 0, 0, 0.22582063429619403, 0, 0.2480937322039177, 0.23813144628810456, 0.5474779118941364, 0, 0, 0, 0, 0, 0, 0.25119609377889845, 0, 0.2470536822725377, 0.4501201139939996, 0.5367586732610694, 0, 0, 0, 0, 0, 0, 0, 0.35082817751209083, 0, 0, 0, 0, 0, 0, 0, 0.5557195614933598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.43970617200146833, 0, 0, 0, 0, 0, 0.32518912571341974, 0, 0.5676412181312253, 0, 0, 0, 0, 0, , 0.3229131830160317
mission, 0.08711492706663876, 0.09338285998811835, 0.11429515946441553, 0.11768389266035993, 0.1172853980202102, 0.11666653715814518, 0.13920052068291083, 0.11850740958937411, 0.12926125031732574, 0.10465694239878565, 0.14273098020701305, 0.1381607266197116, 0.08855410101149384, 0.09212419768050845, 0.14160578792928488, 0.13379231335181788, 0.09455497678063263, 0.09584771608345702, 0.09553393174845859, 0.09461174601221525, 0.09546237559524419, 0.09785102006276235, 0.11995971368433797, 0.13186426079104252, 0.09986195291701734, 0.14628956947941354, 0.1439763843493896, 0.1814528095383829, 0.1653323783386696, 0.18625318057461596, 0.15100099957610427, 0.18934481195784433, 0.1289575108989249, 0.19606240255472032, 0.18137177102324856, 0.14101902000333277, 0.139531568880409, 0.14450195976075011, 0.23832497293585653, 0.15360418604969675, 0.14897376182195268, 0.14621087718044007, 0.15488596209784794, 0.17563194599284992, 0.2295238362079599, 0.22012688404663075, 0.2466991964266319, 0.17454229279511707, 0.1912141442467864, 0.2762565545171236, 0.16313458280533888, 0.20916205379522662, 0.18104706656392097, 0.04597779521922451, 0.2938390665376383, 0.3685522699351251, 0.21777992734889218, 0.2243852535553405, 0.22202544265339302, 0.23271276030356466, 0.32743708211824996, 0.05348446687683167, 0.32482869100095835, 0.3358069365910812, 0.3241905436603858, 0.33239659086567136, 0.3462699723674622, 0.43940222731463263, 0.06992147631509854, 0.4218966339481992, 0.3104808980299823, 0.09385244495765534, 0.432949720538956, 0.08485505777025175, 0.5451258425842646, 0.08839900836123595, 0.08839900836123595, 0.08839900836123595, 0.46535124556158863, 0.5364506781199168, 0.48591097335624733, 0, 0.08302772102649732, 0.09072531296458482, 0.0854680758516058, 0, 0.09525602580325385, 0, 0, 0, 0, 0.12551636981739853, 0, 0, 0.122111550347382, 0, 0.15171243786207153, 0, 0.1527791734784971, 0.15573236009431224, 0.20091226800855608, 0.10538619740528411, 0, 0, 0, 0, 0, 0.2049460384996184, 0.497838394955389, 0.23322183998435525, 0, 0.37526918502621787, 0.42801297017684964, 0.19700542121419526, 0.18555174068669508, 0.22112081072251372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.19705796509641113, 0.18914503729755328, 0, 0, 0.223696728566315, 0.43459768145222205, 0, 0, 0.21635200946854372, 0.19952213480165992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21459819718711276, 0.3709841896273811, 0, 0, 0, 0, 0, 0, 0.6452926189674018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.25572114695410997
