, fg_01, fg_02, fg_03, fg_04, fg_05, fg_06, fg_07, fg_08, fg_09, fg_10, fg_11, fg_12, fg_13, fg_14, fg_15, fg_16, fg_17, fg_18, fg_19, fg_20, fg_21, fg_22, fg_23, fg_24, fg_25, fg_26, fg_27, fg_28, fg_29, fg_30, fg_31, fg_32, fg_33, fg_34, fg_35, fg_36, fg_37, fg_38, fg_39, fg_40, fg_41, fg_42, fg_43, fg_44, fg_45, fg_46, fg_47, fg_48, fg_49, fg_50, fg_51, fg_52, fg_53, fg_54, fg_55, fg_56, fg_57, fg_58, fg_59, fg_60, fg_61, fg_62, fg_63, , 
contents_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02143820018510816, 0, 0, 0.01854540199307173, 0.021742532547864322, 0, 0, 0, 0.014429794019724357, 0, 0, 0, 0, 0, 0.02450782342431668, 0, 0, 0.5012416226081731, 0, 0.014138577801856204, 0, 0, , 0.002767511477201357
controller_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.030988562863245618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.024083564083302665, 0.02288284179195609, 0, 0, 0, 0, 0, 0, 0, 0.02234907436847759, 0.01661270575260746, 0.036506981437118884, 0, 0.0287420869023074, 0.033697072740748665, 0.03737433417695497, 0, 0.05161318604104498, 0.08945449526567378, 0.03657255800833937, 0, 0, 0, 0.020930536768809946, 0.018991391799198256, 0, 0, 0, 0, 0.08764916112528584, 0, 0, , 0.013442198603549447
create, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.045439521069979526, 0, 0, 0, 0, 0.03535555226247899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03464202092610336, 0, 0, , 0.0023721526947440203
creatediffview, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08547907780167074, 0.06412775172663991, 0, 0, 0, 0, 0.04989647831355359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04888948793797711, 0, 0, , 0.003953587824573367
data, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1225469555101298, 0, 0.034706128122890305, 0.4073612996603191, 0.3864476978210606, 0.3864476978210606, 0.16604950882360445, 0.15142823761432464, 0.16027538821869727, 0.09571321021181634, 0.18666192715524524, 0, 0, 0, 0, 0, 0.12904967566267328, 0.12261571008667918, 0, 0, 0, 0, 0.14401830011748426, 0.17644901465575305, 0, 0.11975556394547916, 0.08901773349816519, 0.11178255599871949, 0, 0.08800683628722376, 0.09028141127562682, 0.17165752022991826, 0.17201836151156943, 0.10535800061225695, 0.06847630050977942, 0.027995837047122413, 0, 0, 0, 0.1121544540549653, 0.10176371502125266, 0, 0, 0, 0, 0.06709433974022146, 0, 0, , 0.05535022954402714
delta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.057715355111536554, 0, 0, 0, 0, 0, 0, 0.03535555226247899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03464202092610336, 0, 0, , 0.0023721526947440203
delta_java, 0, 0, 0, 0, 0, 0.045509413754359795, 0, 0.049464517118525994, 0, 0.04287535619867633, 0.04591603631992416, 0, 0, 0, 0, 0, 0, 0.031584438936403635, 0, 0, 0, 0.02158770904455058, 0.03445195548205213, 0.0364648009299478, 0.043552078650750406, 0.028312061677362377, 0, 0, 0, 0.046512759911955706, 0, 0.016777447101387562, 0.015940982255202657, 0, 0.04549464209499297, 0, 0, 0, 0.02293972452295841, 0.04624029918299064, 0.015569141331621782, 0.011572987744306772, 0.012716015531879829, 0.040033954527728864, 0.010011367937880777, 0.011737275542441037, 0.02603625910328527, 0.0260909899248167, 0.011985179263646567, 0.007789638491161362, 0.025477713980579467, 0, 0.04248462367465265, 0.042976846493598383, 0.014580938777488462, 0.013230063050081575, 0, 0, 0, 0, 0.007632431184053902, 0, 0, , 0.012651481038634773
deltatreemapview, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.057715355111536554, 0, 0, 0, 0, 0, 0, 0.03535555226247899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03464202092610336, 0, 0, , 0.0023721526947440203
dependency, 0, 0.14085848696735614, 0, 0, 0.1210264087334184, 0.160972060771364, 0.4410293841771762, 0.17496171887880546, 0, 0.1516550945011024, 0.1624103318220159, 0, 0.22324930728427114, 0, 0.31932773709177187, 0.0986185922347897, 0.11622602032077076, 0.16757672109365948, 0, 0, 0, 0.11453733608799829, 0.1218605517856827, 0.12898021897170495, 0.15404874009426672, 0.10014303716347872, 0, 0, 0, 0.16452101219330514, 0, 0.08901565670468047, 0.08457764732556756, 0, 0.1609198117034651, 0, 0, 0, 0.08114045920080117, 0.16355728707793663, 0.08260478078620656, 0.06140249454337343, 0.06746702680073328, 0.14160472811052693, 0.05311704969875523, 0.06227415196247374, 0.09209326020446722, 0.09228684945123662, 0.0635894481698937, 0.04132927861983472, 0.13517643224324244, 0, 0.15027302836546771, 0.15201407741417788, 0.07736170066908048, 0.07019439510257434, 0, 0, 0, 0, 0.04049518797443566, 0, 0, , 0.06721099301774723
dependents, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4301094567556328, 0, , 0.00039535878245733667
design, 0, 0, 0, 0, 0, 0.08625475741191257, 0, 0.046875465673814815, 0, 0.08126238381859802, 0.043512718000154556, 0, 0, 0, 0, 0, 0, 0.05986251840455478, 0, 0, 0, 0.10228887020865424, 0.0652973707486121, 0.03455617529224946, 0.08254498726530253, 0.10732065348031651, 0, 0, 0, 0.04407820813094882, 0, 0.11129502197860343, 0.12085284725939895, 0, 0.043113380218718744, 0.33886536961553215, 0.17747523946509638, 0.12420426316137308, 0.10869511440555112, 0.043820008429585895, 0.103279594101508, 0.10967239171704209, 0.10845395161336253, 0.07587702743584528, 0.10436092730777465, 0.08898342308292548, 0.09869391967952691, 0.09890138417290092, 0.09086284745428819, 0.08120108074881299, 0.048288339873295956, 0, 0.08052182189322322, 0.04072737004087653, 0.09672424486887748, 0.1003006441778013, 0, 0, 0, 0, 0.07956231365413706, 0, 0, , 0.06048989371597251
details, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07518304157864679, 0, 0, 0, 0.04989647831355359, 0, 0, 0.09071165952254368, 0, 0, 0, 0, 0, 0, 0, 0.04888948793797711, 0, 0, , 0.003953587824573367
diff, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08547907780167074, 0.06412775172663991, 0, 0, 0, 0, 0.04989647831355359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04888948793797711, 0, 0, , 0.003953587824573367
diff_java, 0, 0, 0, 0, 0, 0.045509413754359795, 0, 0.049464517118525994, 0, 0.04287535619867633, 0.04591603631992416, 0, 0, 0, 0, 0, 0, 0.031584438936403635, 0, 0, 0, 0.02158770904455058, 0.03445195548205213, 0.0364648009299478, 0.043552078650750406, 0.028312061677362377, 0, 0, 0, 0.046512759911955706, 0, 0.016777447101387562, 0.015940982255202657, 0, 0.04549464209499297, 0, 0, 0, 0.02293972452295841, 0.04624029918299064, 0.015569141331621782, 0.011572987744306772, 0.012716015531879829, 0.040033954527728864, 0.010011367937880777, 0.011737275542441037, 0.02603625910328527, 0.0260909899248167, 0.011985179263646567, 0.007789638491161362, 0.025477713980579467, 0, 0.04248462367465265, 0.042976846493598383, 0.014580938777488462, 0.013230063050081575, 0, 0, 0, 0, 0.007632431184053902, 0, 0, , 0.012651481038634773
dsmloader, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028756905035693493, 0, 0, 0.058015558171645575, 0.03771438957882974, 0, 0, 0, 0, 0, 0.022349173413459694, 0.021234921776206537, 0, 0, 0, 0, 0, 0.030557919707473877, 0, 0.02073959389747088, 0.015416332916821695, 0.016938955881239247, 0, 0.013336105117633968, 0.015635180067286827, 0.034682801633686366, 0.03475570835269285, 0.015965411670556557, 0.010376547779592028, 0, 0, 0, 0, 0.019423213037112048, 0.017623716623301085, 0, 0, 0, 0, 0.010167132524268882, 0, 0, , 0.0071164580842320605
dsmservice, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.029459025240339432, 0, 0, 0, 0.03863521311308411, 0, 0, 0, 0, 0, 0.022894844312022978, 0.02175338743183411, 0, 0, 0, 0, 0, 0.03130401296097021, 0, 0.021245965772103834, 0.015792733604204908, 0.01735253248675581, 0, 0.013661715569897545, 0.016016924062855674, 0.03552960680101967, 0.035604293589209725, 0.016355218504618647, 0.010629898543225408, 0, 0, 0, 0, 0.01989744454066126, 0.018054012147343586, 0, 0, 0, 0, 0.010415370266117026, 0, 0, , 0.006721099301774724
dsmtable, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07942378316672968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02143820018510816, 0, 0, 0.01854540199307173, 0.021742532547864322, 0, 0, 0, 0.014429794019724357, 0, 0, 0, 0, 0, 0.02450782342431668, 0, 0, 0, 0, 0.014138577801856204, 0, 0, , 0.002767511477201357
dsmtree, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07050395579116757, 0, 0.025431223409747246, 0.024163311536791982, 0, 0, 0, 0, 0, 0, 0, 0.023599675749814003, 0.017542313503667153, 0.019274912918444354, 0, 0.015175213077821003, 0.01779134064543668, 0, 0, 0.01816711264936474, 0.011807519675237563, 0, 0, 0, 0, 0.022101760138673803, 0.020054105199583092, 0, 0, 0, 0, 0.011569225128723158, 0, 0, , 0.005139664171945377
dsmviewer, 0.30374858972371305, 0.3353765219196833, 0.3015282469348515, 0.24268427695054082, 0.3293227481227852, 0.3558897319017967, 0.30001924852625705, 0.3570638508598356, 0.1743496869304486, 0.3610826668681153, 0.35906957501348824, 0.22957626877926193, 0.3417072797618518, 0.2186323276915405, 0.2172292168119477, 0.2683492483223086, 0.2371953742326611, 0.36099204535220897, 0.22300655716903817, 0.21155757969359779, 0.21155757969359779, 0.3765957535148249, 0.37304158447346425, 0.3729010729796715, 0.36678180897184853, 0.37468390787697825, 0.23516721424023143, 0.24765338628838787, 0.2579306432911317, 0.3637360337012194, 0.22918060503649385, 0.3835132203623062, 0.38357114972550405, 0.22918060503649385, 0.35577421554027683, 0.21510288317262438, 0.22531329031353675, 0.23652486359395292, 0.37258282136788584, 0.36160535418272405, 0.3839895295555888, 0.36897099504312125, 0.38246519406753027, 0.3612356594568023, 0.3733842347736931, 0.37420883281590067, 0.37588992995229786, 0.3766800881923918, 0.3821125206715362, 0.3701819671291371, 0.36782611839564494, 0.21404956899667388, 0.3577920413359842, 0.3619373859795292, 0.38593043374390645, 0.37405084180118586, 0.1627702996871133, 0.1682580310663503, 0.1627702996871133, 0.1326236701357744, 0.37189366527985207, 0.19262646341714118, 0.20444837954002776, , 0.4210571033170636
