, fg_01, fg_02, fg_03, fg_04, fg_05, fg_06, fg_07, fg_08, fg_09, fg_10, fg_11, fg_12, fg_13, fg_14, fg_15, fg_16, fg_17, fg_18, fg_19, fg_20, fg_21, fg_22, fg_23, fg_24, fg_25, fg_26, fg_27, fg_28, fg_29, fg_30, fg_31, fg_32, fg_33, fg_34, fg_35, fg_36, fg_37, fg_38, fg_39, fg_40, fg_41, fg_42, fg_43, fg_44, fg_45, fg_46, fg_47, fg_48, fg_49, fg_50, fg_51, fg_52, fg_53, fg_54, fg_55, fg_56, fg_57, fg_58, fg_59, fg_60, fg_61, fg_62, fg_63, , 
issueanalysisservice, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5154983347221507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
jtable, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16289432672550422, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
jtree, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5001770409124319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.009908520755636111
listener_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25008852045621593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
load, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.49076435787232686, 0, 0, 0, 0.3059783506651166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.014862781133454168
loader_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.44826894020756114, 0, 0, 0, 0, 0, 0, 0.25059559380173346, 0.2378052754780921, 0.4098947488029356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4207280924544395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.02477130188909028
loadproject, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5397728682604753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.009908520755636111
log, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6307909529193685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.009908520755636111
logloader, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.31539547645968424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
logservice, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.31539547645968424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
main, 0.17873598728584555, 0.19375009777843127, 0.1647624080767359, 0.18671391121102146, 0, 0.2016782741594081, 0.16926687074751692, 0.22610216504450478, 0.11492444546357468, 0.13743114539280352, 0.16087311830499348, 0.1735077218058198, 0.1357918022824639, 0.13699959502367418, 0.13259306767467677, 0.13522771708905873, 0.14139948150845738, 0.13458821525799222, 0.1351326217269763, 0.10346157039483975, 0.10346157039483975, 0.12601375399066417, 0.1511925856236867, 0.14347576479310442, 0.12365150951959535, 0.12316201554810652, 0.16712520349344898, 0.1389676026656107, 0.1389676026656107, 0.13137956127398967, 0.13434968152001883, 0.11376714130843954, 0.10911410684853415, 0.13434968152001883, 0.11071839507435974, 0.13633065885336773, 0.14074876876705147, 0.1269195662574898, 0.1263903941918288, 0.12093097386618248, 0.12430003929428093, 0.13549082367100573, 0.11326185952047232, 0.12460227649218446, 0.12218176407314905, 0.13995782918264815, 0.12277336054015774, 0.11725202696952203, 0.14439656794314448, 0.3094645214673191, 0.15309176292490265, 0.12621878885601676, 0.11985404116094425, 0.12654684880875067, 0.143369464807738, 0.14820369885924484, 0.13182004440985567, 0.12938770733097227, 0.13182004440985567, 0.12377798792791876, 0.20325318664085842, 0.12185805641053665, 0.09384456644572466, , 0.42111213211453474
mainview, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.34678290674495077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4948114362724461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.014862781133454168
manager_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3814132001128803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
map, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4052604625054376, 0, 0.4112189458506994, 0, 0, 0, 0, 0, 0, 0, 0.420665621514998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.019817041511272223
matrix, 0, 0.4080405875393273, 0, 0, 0.3537007682534347, 0.2654609030701979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.37223676383926274, 0, 0, 0, 0, 0.33173355011147065, 0, 0, 0.3255148976247198, 0.32422629564455674, 0, 0, 0, 0, 0, 0.1497470572739148, 0, 0, 0, 0.3588929939648813, 0, 0, 0, 0, 0, 0.35668211223387525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09753724812823006, 0, 0, 0, 0, 0, 0, 0, , 0.06935964528945278
matrix_java, 0, 0, 0, 0, 0, 0, 0, 0.2633648489633432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1987747396080278, 0.3812898509522616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.12947126609178322, 0, 0, 0, 0, 0, 0, 0, , 0.019817041511272223
matrixview, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45557312674420525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4912832698249366, 0.4369727810076348, 0.42890978040354605, 0.4369727810076348, 0, 0, 0, 0, , 0.039634083022544446
message_java, 0, 0, 0, 0.652455685452193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4694733936956564, 0, 0, 0.4694733936956564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.42582248536024186, 0, , 0.019817041511272223
method, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.41258747482521657, , 0.004954260377818056
method_java, 0, 0, 0.7243776434709001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
metric_java, 0.6638429343914012, 0, 0, 0, 0, 0, 0.6286737096350835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.34854789632480565, , 0.014862781133454168
metrics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6647179424165173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.009908520755636111
metricsloader, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.33235897120825864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
metricsservice, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.33235897120825864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
model, 0.4092360810663431, 0.44361257027809026, 0.3772420048825649, 0, 0.30762843051561595, 0.4617650189339107, 0.3875554771647416, 0.5176862552892066, 0, 0, 0.3683370399200594, 0, 0.31091055500837017, 0.313675931895582, 0.30358669351220374, 0, 0.32374996527583144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25350217821396887, 0.31214432753891747, 0.3222600855026719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.21486765583586384, , 0.11394798868981529
model_java, 0, 0, 0, 0, 0, 0.30571373866384544, 0, 0, 0, 0.41664963112169257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3983030599452749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3666261058111679, 0, 0, 0, 0.37775638403513095, 0, 0, 0, 0, 0, 0, 0, 0, 0.3633611718466148, 0.3836517386585029, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.03467982264472639
mouse, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25008852045621593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
mx, 0.17596483032406418, 0.19074615917346605, 0.1622079001619335, 0.18381906298951375, 0.13227520026457046, 0.19855141559016481, 0.16664252478119077, 0.22259663379558572, 0.11314263486146058, 0.1353003866065956, 0.1583789106833274, 0.1708176248728721, 0.1336864601856533, 0.13487552707699968, 0.1305373193715496, 0.13313112067706787, 0.13920719687946553, 0.13250153380480814, 0.13303749969168296, 0.10185748240209559, 0.10185748240209559, 0.12406001262635252, 0.14884846683382735, 0.14125128907061063, 0.12173439284576063, 0.12125248808250813, 0.1645340623462029, 0.1368130223517257, 0.1368130223517257, 0.1293426274063967, 0.13226669833957008, 0.11200327377148597, 0.10742238084856358, 0.13226669833957008, 0.10900179588263181, 0.1342169622211301, 0.1385665729129664, 0.12495178100639631, 0.12443081332573919, 0.11905603689790237, 0.12237286769067335, 0.13339014800420265, 0.11150582596908398, 0.12267041894520421, 0.12028743461406506, 0.1377878962072869, 0.12086985885620168, 0.11543412909817767, 0.14215781591234586, 0.1827999145719668, 0.15071819892661134, 0.12426186859190347, 0.1179958011634802, 0.12458484224033065, 0.141146637180566, 0.14590592034193517, 0.1297762812074039, 0.12738165554820657, 0.1297762812074039, 0.12185891030863001, 0.2001019103270219, 0.1199687457770202, 0.18477916464632443, , 0.42111213211453474
name, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5018957709718215, 0.3842663893858828, 0.3842663893858828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.014862781133454168
nameprocessing, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5018957709718215, 0.3842663893858828, 0.3842663893858828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.014862781133454168
pane_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.272112047177585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
prefix, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45486861613182966, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
presentation, 0, 0, 0, 0.2895819609834493, 0, 0, 0, 0, 0.17824085022066077, 0.21314737785162083, 0, 0.2690999615423096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.19543969570783892, 0, 0, 0, 0, 0.25920106243553526, 0.21553032996879828, 0.21553032996879828, 0.20376173762365815, 0.2083682141289342, 0.17644594161141652, 0.1692293671490021, 0.2083682141289342, 0.17171752096359486, 0, 0, 0, 0, 0.18755661176327088, 0.19278182806891433, 0.21013805644920025, 0.17566228017955138, 0.1932505796465733, 0.18949651157342973, 0.21706611128665326, 0.19041404184161434, 0, 0.22395032610611068, 0.2879764311081106, 0.237436046573426, 0.19575769235840276, 0.1858863544021167, 0.19626649346388364, 0.22235735138797566, 0.22985495543583992, 0.204444900273066, 0.2006724928691005, 0.204444900273066, 0.19197215803723475, 0, 0.1889944606061682, 0, , 0.23285023775744862
processor_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5018957709718215, 0.3842663893858828, 0.3842663893858828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.014862781133454168
project, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5397728682604753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.009908520755636111
provider_java, 0, 0, 0, 0, 0, 0, 0, 0, 0.5052651266381846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
receiver_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6109708258866431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
removal, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45486861613182966, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
renderer_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4886829801765127, 0, 0, 0, 0, 0, 0, 0, , 0.014862781133454168
row, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16289432672550422, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
screen_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5441897108413007, 0, 0, 0, , 0.004954260377818056
selected, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5906681435197992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
service_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4257238418686626, 0, 0, 0, 0, 0.23912304762489364, 0.2269182843597365, 0, 0.3895809624261604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.39979283540907806, 0, 0, 0, 0, 0, 0, 0, 0, 0.37088673248744003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.029725562266908336
show, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5357487352302922, 0, , 0.004954260377818056
source_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5688528325396941, 0, 0, 0, 0, 0, , 0.004954260377818056
splash, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5441897108413007, 0, 0, 0, , 0.004954260377818056
splashscreen, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5441897108413007, 0, 0, 0, , 0.004954260377818056
src, 0.17596483032406418, 0.19074615917346605, 0.1622079001619335, 0.18381906298951375, 0.13227520026457046, 0.19855141559016481, 0.16664252478119077, 0.22259663379558572, 0.11314263486146058, 0.1353003866065956, 0.1583789106833274, 0.1708176248728721, 0.1336864601856533, 0.13487552707699968, 0.1305373193715496, 0.13313112067706787, 0.13920719687946553, 0.13250153380480814, 0.13303749969168296, 0.10185748240209559, 0.10185748240209559, 0.12406001262635252, 0.14884846683382735, 0.14125128907061063, 0.12173439284576063, 0.12125248808250813, 0.1645340623462029, 0.1368130223517257, 0.1368130223517257, 0.1293426274063967, 0.13226669833957008, 0.11200327377148597, 0.10742238084856358, 0.13226669833957008, 0.10900179588263181, 0.1342169622211301, 0.1385665729129664, 0.12495178100639631, 0.12443081332573919, 0.11905603689790237, 0.12237286769067335, 0.13339014800420265, 0.11150582596908398, 0.12267041894520421, 0.12028743461406506, 0.1377878962072869, 0.12086985885620168, 0.11543412909817767, 0.14215781591234586, 0.1827999145719668, 0.15071819892661134, 0.12426186859190347, 0.1179958011634802, 0.12458484224033065, 0.141146637180566, 0.14590592034193517, 0.1297762812074039, 0.12738165554820657, 0.1297762812074039, 0.12185891030863001, 0.2001019103270219, 0.1199687457770202, 0.18477916464632443, , 0.42111213211453474
structure, 0, 0, 0, 0, 0, 0.2740990191070681, 0, 0.20486219752719667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.34252818263944046, 0, 0, 0.336107174773226, 0.33477664159603443, 0, 0, 0, 0, 0, 0.15461983681301653, 0.29659188410435783, 0, 0, 0.37057139666310696, 0, 0, 0, 0, 0, 0.3682885726885714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1007111168882028, 0, 0, 0, 0, 0, 0, 0, , 0.04954260377818056
stucture, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.25008852045621593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
substitute, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45486861613182966, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
tab, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3814132001128803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
tabbed, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.34678290674495077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.24740571813622306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.009908520755636111
table, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4491494621155897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.44514962874099306, 0.4700073707978937, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.014862781133454168
table_java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5464849087748007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.004954260377818056
